codigo,descripcion,fecha
propuesta736,descripcion736,2/16/2001
propuesta737,descripcion737,2/17/2001
propuesta738,descripcion738,2/18/2001
propuesta739,descripcion739,2/19/2001
propuesta740,descripcion740,2/20/2001
propuesta741,descripcion741,2/21/2001
propuesta742,descripcion742,2/22/2001
propuesta743,descripcion743,2/23/2001
propuesta744,descripcion744,2/24/2001
propuesta745,descripcion745,2/25/2001
propuesta746,descripcion746,2/26/2001
propuesta747,descripcion747,2/27/2001
propuesta748,descripcion748,2/28/2001
propuesta749,descripcion749,3/1/2001
propuesta750,descripcion750,3/2/2001
propuesta751,descripcion751,3/3/2001
propuesta752,descripcion752,3/4/2001
propuesta753,descripcion753,3/5/2001
propuesta754,descripcion754,3/6/2001
propuesta755,descripcion755,3/7/2001
propuesta756,descripcion756,3/8/2001
propuesta757,descripcion757,3/9/2001
propuesta758,descripcion758,3/10/2001
propuesta759,descripcion759,3/11/2001
propuesta760,descripcion760,3/12/2001
propuesta761,descripcion761,3/13/2001
propuesta762,descripcion762,3/14/2001
propuesta763,descripcion763,3/15/2001
propuesta764,descripcion764,3/16/2001
propuesta765,descripcion765,3/17/2001
propuesta766,descripcion766,3/18/2001
propuesta767,descripcion767,3/19/2001
propuesta768,descripcion768,3/20/2001
propuesta769,descripcion769,3/21/2001
propuesta770,descripcion770,3/22/2001
propuesta771,descripcion771,3/23/2001
propuesta772,descripcion772,3/24/2001
propuesta773,descripcion773,3/25/2001
propuesta774,descripcion774,3/26/2001
propuesta775,descripcion775,3/27/2001
propuesta776,descripcion776,3/28/2001
propuesta777,descripcion777,3/29/2001
propuesta778,descripcion778,3/30/2001
propuesta779,descripcion779,3/31/2001
propuesta780,descripcion780,4/1/2001
propuesta781,descripcion781,4/2/2001
propuesta782,descripcion782,4/3/2001
propuesta783,descripcion783,4/4/2001
propuesta784,descripcion784,4/5/2001
propuesta785,descripcion785,4/6/2001
propuesta786,descripcion786,4/7/2001
propuesta787,descripcion787,4/8/2001
propuesta788,descripcion788,4/9/2001
propuesta789,descripcion789,4/10/2001
propuesta790,descripcion790,4/11/2001
propuesta791,descripcion791,4/12/2001
propuesta792,descripcion792,4/13/2001
propuesta793,descripcion793,4/14/2001
propuesta794,descripcion794,4/15/2001
propuesta795,descripcion795,4/16/2001
propuesta796,descripcion796,4/17/2001
propuesta797,descripcion797,4/18/2001
propuesta798,descripcion798,4/19/2001
propuesta799,descripcion799,4/20/2001
propuesta800,descripcion800,4/21/2001
propuesta801,descripcion801,4/22/2001
propuesta802,descripcion802,4/23/2001
propuesta803,descripcion803,4/24/2001
propuesta804,descripcion804,4/25/2001
propuesta805,descripcion805,4/26/2001
propuesta806,descripcion806,4/27/2001
propuesta807,descripcion807,4/28/2001
propuesta808,descripcion808,4/29/2001
propuesta809,descripcion809,4/30/2001
propuesta810,descripcion810,5/1/2001
propuesta811,descripcion811,5/2/2001
propuesta812,descripcion812,5/3/2001
propuesta813,descripcion813,5/4/2001
propuesta814,descripcion814,5/5/2001
propuesta815,descripcion815,5/6/2001
propuesta816,descripcion816,5/7/2001
propuesta817,descripcion817,5/8/2001
propuesta818,descripcion818,5/9/2001
propuesta819,descripcion819,5/10/2001
propuesta820,descripcion820,5/11/2001
propuesta821,descripcion821,5/12/2001
propuesta822,descripcion822,5/13/2001
propuesta823,descripcion823,5/14/2001
propuesta824,descripcion824,5/15/2001
propuesta825,descripcion825,5/16/2001
propuesta826,descripcion826,5/17/2001
propuesta827,descripcion827,5/18/2001
propuesta828,descripcion828,5/19/2001
propuesta829,descripcion829,5/20/2001
propuesta830,descripcion830,5/21/2001
propuesta831,descripcion831,5/22/2001
propuesta832,descripcion832,5/23/2001
propuesta833,descripcion833,5/24/2001
propuesta834,descripcion834,5/25/2001
propuesta835,descripcion835,5/26/2001
propuesta836,descripcion836,5/27/2001
propuesta837,descripcion837,5/28/2001
propuesta838,descripcion838,5/29/2001
propuesta839,descripcion839,5/30/2001
propuesta840,descripcion840,5/31/2001
propuesta841,descripcion841,6/1/2001
propuesta842,descripcion842,6/2/2001
propuesta843,descripcion843,6/3/2001
propuesta844,descripcion844,6/4/2001
propuesta845,descripcion845,6/5/2001
propuesta846,descripcion846,6/6/2001
propuesta847,descripcion847,6/7/2001
propuesta848,descripcion848,6/8/2001
propuesta849,descripcion849,6/9/2001
propuesta850,descripcion850,6/10/2001
propuesta851,descripcion851,6/11/2001
propuesta852,descripcion852,6/12/2001
propuesta853,descripcion853,6/13/2001
propuesta854,descripcion854,6/14/2001
propuesta855,descripcion855,6/15/2001
propuesta856,descripcion856,6/16/2001
propuesta857,descripcion857,6/17/2001
propuesta858,descripcion858,6/18/2001
propuesta859,descripcion859,6/19/2001
propuesta860,descripcion860,6/20/2001
propuesta861,descripcion861,6/21/2001
propuesta862,descripcion862,6/22/2001
propuesta863,descripcion863,6/23/2001
propuesta864,descripcion864,6/24/2001
propuesta865,descripcion865,6/25/2001
propuesta866,descripcion866,6/26/2001
propuesta867,descripcion867,6/27/2001
propuesta868,descripcion868,6/28/2001
propuesta869,descripcion869,6/29/2001
propuesta870,descripcion870,6/30/2001
propuesta871,descripcion871,7/1/2001
propuesta872,descripcion872,7/2/2001
propuesta873,descripcion873,7/3/2001
propuesta874,descripcion874,7/4/2001
propuesta875,descripcion875,7/5/2001
propuesta876,descripcion876,7/6/2001
propuesta877,descripcion877,7/7/2001
propuesta878,descripcion878,7/8/2001
propuesta879,descripcion879,7/9/2001
propuesta880,descripcion880,7/10/2001
propuesta881,descripcion881,7/11/2001
propuesta882,descripcion882,7/12/2001
propuesta883,descripcion883,7/13/2001
propuesta884,descripcion884,7/14/2001
propuesta885,descripcion885,7/15/2001
propuesta886,descripcion886,7/16/2001
propuesta887,descripcion887,7/17/2001
propuesta888,descripcion888,7/18/2001
propuesta889,descripcion889,7/19/2001
propuesta890,descripcion890,7/20/2001
propuesta891,descripcion891,7/21/2001
propuesta892,descripcion892,7/22/2001
propuesta893,descripcion893,7/23/2001
propuesta894,descripcion894,7/24/2001
propuesta895,descripcion895,7/25/2001
propuesta896,descripcion896,7/26/2001
propuesta897,descripcion897,7/27/2001
propuesta898,descripcion898,7/28/2001
propuesta899,descripcion899,7/29/2001
propuesta900,descripcion900,7/30/2001
propuesta901,descripcion901,7/31/2001
propuesta902,descripcion902,8/1/2001
propuesta903,descripcion903,8/2/2001
propuesta904,descripcion904,8/3/2001
propuesta905,descripcion905,8/4/2001
propuesta906,descripcion906,8/5/2001
propuesta907,descripcion907,8/6/2001
propuesta908,descripcion908,8/7/2001
propuesta909,descripcion909,8/8/2001
propuesta910,descripcion910,8/9/2001
propuesta911,descripcion911,8/10/2001
propuesta912,descripcion912,8/11/2001
propuesta913,descripcion913,8/12/2001
propuesta914,descripcion914,8/13/2001
propuesta915,descripcion915,8/14/2001
propuesta916,descripcion916,8/15/2001
propuesta917,descripcion917,8/16/2001
propuesta918,descripcion918,8/17/2001
propuesta919,descripcion919,8/18/2001
propuesta920,descripcion920,8/19/2001
propuesta921,descripcion921,8/20/2001
propuesta922,descripcion922,8/21/2001
propuesta923,descripcion923,8/22/2001
propuesta924,descripcion924,8/23/2001
propuesta925,descripcion925,8/24/2001
propuesta926,descripcion926,8/25/2001
propuesta927,descripcion927,8/26/2001
propuesta928,descripcion928,8/27/2001
propuesta929,descripcion929,8/28/2001
propuesta930,descripcion930,8/29/2001
propuesta931,descripcion931,8/30/2001
propuesta932,descripcion932,8/31/2001
propuesta933,descripcion933,9/1/2001
propuesta934,descripcion934,9/2/2001
propuesta935,descripcion935,9/3/2001
propuesta936,descripcion936,9/4/2001
propuesta937,descripcion937,9/5/2001
propuesta938,descripcion938,9/6/2001
propuesta939,descripcion939,9/7/2001
propuesta940,descripcion940,9/8/2001
propuesta941,descripcion941,9/9/2001
propuesta942,descripcion942,9/10/2001
propuesta943,descripcion943,9/11/2001
propuesta944,descripcion944,9/12/2001
propuesta945,descripcion945,9/13/2001
propuesta946,descripcion946,9/14/2001
propuesta947,descripcion947,9/15/2001
propuesta948,descripcion948,9/16/2001
propuesta949,descripcion949,9/17/2001
propuesta950,descripcion950,9/18/2001
propuesta951,descripcion951,9/19/2001
propuesta952,descripcion952,9/20/2001
propuesta953,descripcion953,9/21/2001
propuesta954,descripcion954,9/22/2001
propuesta955,descripcion955,9/23/2001
propuesta956,descripcion956,9/24/2001
propuesta957,descripcion957,9/25/2001
propuesta958,descripcion958,9/26/2001
propuesta959,descripcion959,9/27/2001
propuesta960,descripcion960,9/28/2001
propuesta961,descripcion961,9/29/2001
propuesta962,descripcion962,9/30/2001
propuesta963,descripcion963,10/1/2001
propuesta964,descripcion964,10/2/2001
propuesta965,descripcion965,10/3/2001
propuesta966,descripcion966,10/4/2001
propuesta967,descripcion967,10/5/2001
propuesta968,descripcion968,10/6/2001
propuesta969,descripcion969,10/7/2001
propuesta970,descripcion970,10/8/2001
propuesta971,descripcion971,10/9/2001
propuesta972,descripcion972,10/10/2001
propuesta973,descripcion973,10/11/2001
propuesta974,descripcion974,10/12/2001
propuesta975,descripcion975,10/13/2001
propuesta976,descripcion976,10/14/2001
propuesta977,descripcion977,10/15/2001
propuesta978,descripcion978,10/16/2001
propuesta979,descripcion979,10/17/2001
propuesta980,descripcion980,10/18/2001
propuesta981,descripcion981,10/19/2001
propuesta982,descripcion982,10/20/2001
propuesta983,descripcion983,10/21/2001
propuesta984,descripcion984,10/22/2001
propuesta985,descripcion985,10/23/2001
propuesta986,descripcion986,10/24/2001
propuesta987,descripcion987,10/25/2001
propuesta988,descripcion988,10/26/2001
propuesta989,descripcion989,10/27/2001
propuesta990,descripcion990,10/28/2001
propuesta991,descripcion991,10/29/2001
propuesta992,descripcion992,10/30/2001
propuesta993,descripcion993,10/31/2001
propuesta994,descripcion994,11/1/2001
propuesta995,descripcion995,11/2/2001
propuesta996,descripcion996,11/3/2001
propuesta997,descripcion997,11/4/2001
propuesta998,descripcion998,11/5/2001
propuesta999,descripcion999,11/6/2001
propuesta1000,descripcion1000,11/7/2001
propuesta1001,descripcion1001,11/8/2001
propuesta1002,descripcion1002,11/9/2001
propuesta1003,descripcion1003,11/10/2001
propuesta1004,descripcion1004,11/11/2001
propuesta1005,descripcion1005,11/12/2001
propuesta1006,descripcion1006,11/13/2001
propuesta1007,descripcion1007,11/14/2001
propuesta1008,descripcion1008,11/15/2001
propuesta1009,descripcion1009,11/16/2001
propuesta1010,descripcion1010,11/17/2001
propuesta1011,descripcion1011,11/18/2001
propuesta1012,descripcion1012,11/19/2001
propuesta1013,descripcion1013,11/20/2001
propuesta1014,descripcion1014,11/21/2001
propuesta1015,descripcion1015,11/22/2001
propuesta1016,descripcion1016,11/23/2001
propuesta1017,descripcion1017,11/24/2001
propuesta1018,descripcion1018,11/25/2001
propuesta1019,descripcion1019,11/26/2001
propuesta1020,descripcion1020,11/27/2001
propuesta1021,descripcion1021,11/28/2001
propuesta1022,descripcion1022,11/29/2001
propuesta1023,descripcion1023,11/30/2001
propuesta1024,descripcion1024,12/1/2001
propuesta1025,descripcion1025,12/2/2001
propuesta1026,descripcion1026,12/3/2001
propuesta1027,descripcion1027,12/4/2001
propuesta1028,descripcion1028,12/5/2001
propuesta1029,descripcion1029,12/6/2001
propuesta1030,descripcion1030,12/7/2001
propuesta1031,descripcion1031,12/8/2001
propuesta1032,descripcion1032,12/9/2001
propuesta1033,descripcion1033,12/10/2001
propuesta1034,descripcion1034,12/11/2001
propuesta1035,descripcion1035,12/12/2001
propuesta1036,descripcion1036,12/13/2001
propuesta1037,descripcion1037,12/14/2001
propuesta1038,descripcion1038,12/15/2001
propuesta1039,descripcion1039,12/16/2001
propuesta1040,descripcion1040,12/17/2001
propuesta1041,descripcion1041,12/18/2001
propuesta1042,descripcion1042,12/19/2001
propuesta1043,descripcion1043,12/20/2001
propuesta1044,descripcion1044,12/21/2001
propuesta1045,descripcion1045,12/22/2001
propuesta1046,descripcion1046,12/23/2001
propuesta1047,descripcion1047,12/24/2001
propuesta1048,descripcion1048,12/25/2001
propuesta1049,descripcion1049,12/26/2001
propuesta1050,descripcion1050,12/27/2001
propuesta1051,descripcion1051,12/28/2001
propuesta1052,descripcion1052,12/29/2001
propuesta1053,descripcion1053,12/30/2001
propuesta1054,descripcion1054,12/31/2001
propuesta1055,descripcion1055,1/1/2002
propuesta1056,descripcion1056,1/2/2002
propuesta1057,descripcion1057,1/3/2002
propuesta1058,descripcion1058,1/4/2002
propuesta1059,descripcion1059,1/5/2002
propuesta1060,descripcion1060,1/6/2002
propuesta1061,descripcion1061,1/7/2002
propuesta1062,descripcion1062,1/8/2002
propuesta1063,descripcion1063,1/9/2002
propuesta1064,descripcion1064,1/10/2002
propuesta1065,descripcion1065,1/11/2002
propuesta1066,descripcion1066,1/12/2002
propuesta1067,descripcion1067,1/13/2002
propuesta1068,descripcion1068,1/14/2002
propuesta1069,descripcion1069,1/15/2002
propuesta1070,descripcion1070,1/16/2002
propuesta1071,descripcion1071,1/17/2002
propuesta1072,descripcion1072,1/18/2002
propuesta1073,descripcion1073,1/19/2002
propuesta1074,descripcion1074,1/20/2002
propuesta1075,descripcion1075,1/21/2002
propuesta1076,descripcion1076,1/22/2002
propuesta1077,descripcion1077,1/23/2002
propuesta1078,descripcion1078,1/24/2002
propuesta1079,descripcion1079,1/25/2002
propuesta1080,descripcion1080,1/26/2002
propuesta1081,descripcion1081,1/27/2002
propuesta1082,descripcion1082,1/28/2002
propuesta1083,descripcion1083,1/29/2002
propuesta1084,descripcion1084,1/30/2002
propuesta1085,descripcion1085,1/31/2002
propuesta1086,descripcion1086,2/1/2002
propuesta1087,descripcion1087,2/2/2002
propuesta1088,descripcion1088,2/3/2002
propuesta1089,descripcion1089,2/4/2002
propuesta1090,descripcion1090,2/5/2002
propuesta1091,descripcion1091,2/6/2002
propuesta1092,descripcion1092,2/7/2002
propuesta1093,descripcion1093,2/8/2002
propuesta1094,descripcion1094,2/9/2002
propuesta1095,descripcion1095,2/10/2002
propuesta1096,descripcion1096,2/11/2002
propuesta1097,descripcion1097,2/12/2002
propuesta1098,descripcion1098,2/13/2002
propuesta1099,descripcion1099,2/14/2002
propuesta1100,descripcion1100,2/15/2002
propuesta1101,descripcion1101,2/16/2002
propuesta1102,descripcion1102,2/17/2002
propuesta1103,descripcion1103,2/18/2002
propuesta1104,descripcion1104,2/19/2002
propuesta1105,descripcion1105,2/20/2002
propuesta1106,descripcion1106,2/21/2002
propuesta1107,descripcion1107,2/22/2002
propuesta1108,descripcion1108,2/23/2002
propuesta1109,descripcion1109,2/24/2002
propuesta1110,descripcion1110,2/25/2002
propuesta1111,descripcion1111,2/26/2002
propuesta1112,descripcion1112,2/27/2002
propuesta1113,descripcion1113,2/28/2002
propuesta1114,descripcion1114,3/1/2002
propuesta1115,descripcion1115,3/2/2002
propuesta1116,descripcion1116,3/3/2002
propuesta1117,descripcion1117,3/4/2002
propuesta1118,descripcion1118,3/5/2002
propuesta1119,descripcion1119,3/6/2002
propuesta1120,descripcion1120,3/7/2002
propuesta1121,descripcion1121,3/8/2002
propuesta1122,descripcion1122,3/9/2002
propuesta1123,descripcion1123,3/10/2002
propuesta1124,descripcion1124,3/11/2002
propuesta1125,descripcion1125,3/12/2002
propuesta1126,descripcion1126,3/13/2002
propuesta1127,descripcion1127,3/14/2002
propuesta1128,descripcion1128,3/15/2002
propuesta1129,descripcion1129,3/16/2002
propuesta1130,descripcion1130,3/17/2002
propuesta1131,descripcion1131,3/18/2002
propuesta1132,descripcion1132,3/19/2002
propuesta1133,descripcion1133,3/20/2002
propuesta1134,descripcion1134,3/21/2002
propuesta1135,descripcion1135,3/22/2002
propuesta1136,descripcion1136,3/23/2002
propuesta1137,descripcion1137,3/24/2002
propuesta1138,descripcion1138,3/25/2002
propuesta1139,descripcion1139,3/26/2002
propuesta1140,descripcion1140,3/27/2002
propuesta1141,descripcion1141,3/28/2002
propuesta1142,descripcion1142,3/29/2002
propuesta1143,descripcion1143,3/30/2002
propuesta1144,descripcion1144,3/31/2002
propuesta1145,descripcion1145,4/1/2002
propuesta1146,descripcion1146,4/2/2002
propuesta1147,descripcion1147,4/3/2002
propuesta1148,descripcion1148,4/4/2002
propuesta1149,descripcion1149,4/5/2002
propuesta1150,descripcion1150,4/6/2002
propuesta1151,descripcion1151,4/7/2002
propuesta1152,descripcion1152,4/8/2002
propuesta1153,descripcion1153,4/9/2002
propuesta1154,descripcion1154,4/10/2002
propuesta1155,descripcion1155,4/11/2002
propuesta1156,descripcion1156,4/12/2002
propuesta1157,descripcion1157,4/13/2002
propuesta1158,descripcion1158,4/14/2002
propuesta1159,descripcion1159,4/15/2002
propuesta1160,descripcion1160,4/16/2002
propuesta1161,descripcion1161,4/17/2002
propuesta1162,descripcion1162,4/18/2002
propuesta1163,descripcion1163,4/19/2002
propuesta1164,descripcion1164,4/20/2002
propuesta1165,descripcion1165,4/21/2002
propuesta1166,descripcion1166,4/22/2002
propuesta1167,descripcion1167,4/23/2002
propuesta1168,descripcion1168,4/24/2002
propuesta1169,descripcion1169,4/25/2002
propuesta1170,descripcion1170,4/26/2002
propuesta1171,descripcion1171,4/27/2002
propuesta1172,descripcion1172,4/28/2002
propuesta1173,descripcion1173,4/29/2002
propuesta1174,descripcion1174,4/30/2002
propuesta1175,descripcion1175,5/1/2002
propuesta1176,descripcion1176,5/2/2002
propuesta1177,descripcion1177,5/3/2002
propuesta1178,descripcion1178,5/4/2002
propuesta1179,descripcion1179,5/5/2002
propuesta1180,descripcion1180,5/6/2002
propuesta1181,descripcion1181,5/7/2002
propuesta1182,descripcion1182,5/8/2002
propuesta1183,descripcion1183,5/9/2002
propuesta1184,descripcion1184,5/10/2002
propuesta1185,descripcion1185,5/11/2002
propuesta1186,descripcion1186,5/12/2002
propuesta1187,descripcion1187,5/13/2002
propuesta1188,descripcion1188,5/14/2002
propuesta1189,descripcion1189,5/15/2002
propuesta1190,descripcion1190,5/16/2002
propuesta1191,descripcion1191,5/17/2002
propuesta1192,descripcion1192,5/18/2002
propuesta1193,descripcion1193,5/19/2002
propuesta1194,descripcion1194,5/20/2002
propuesta1195,descripcion1195,5/21/2002
propuesta1196,descripcion1196,5/22/2002
propuesta1197,descripcion1197,5/23/2002
propuesta1198,descripcion1198,5/24/2002
propuesta1199,descripcion1199,5/25/2002
propuesta1200,descripcion1200,5/26/2002
propuesta1201,descripcion1201,5/27/2002
propuesta1202,descripcion1202,5/28/2002
propuesta1203,descripcion1203,5/29/2002
propuesta1204,descripcion1204,5/30/2002
propuesta1205,descripcion1205,5/31/2002
propuesta1206,descripcion1206,6/1/2002
propuesta1207,descripcion1207,6/2/2002
propuesta1208,descripcion1208,6/3/2002
propuesta1209,descripcion1209,6/4/2002
propuesta1210,descripcion1210,6/5/2002
propuesta1211,descripcion1211,6/6/2002
propuesta1212,descripcion1212,6/7/2002
propuesta1213,descripcion1213,6/8/2002
propuesta1214,descripcion1214,6/9/2002
propuesta1215,descripcion1215,6/10/2002
propuesta1216,descripcion1216,6/11/2002
propuesta1217,descripcion1217,6/12/2002
propuesta1218,descripcion1218,6/13/2002
propuesta1219,descripcion1219,6/14/2002
propuesta1220,descripcion1220,6/15/2002
propuesta1221,descripcion1221,6/16/2002
propuesta1222,descripcion1222,6/17/2002
propuesta1223,descripcion1223,6/18/2002
propuesta1224,descripcion1224,6/19/2002
propuesta1225,descripcion1225,6/20/2002
propuesta1226,descripcion1226,6/21/2002
propuesta1227,descripcion1227,6/22/2002
propuesta1228,descripcion1228,6/23/2002
propuesta1229,descripcion1229,6/24/2002
propuesta1230,descripcion1230,6/25/2002
propuesta1231,descripcion1231,6/26/2002
propuesta1232,descripcion1232,6/27/2002
propuesta1233,descripcion1233,6/28/2002
propuesta1234,descripcion1234,6/29/2002
propuesta1235,descripcion1235,6/30/2002
propuesta1236,descripcion1236,7/1/2002
propuesta1237,descripcion1237,7/2/2002
propuesta1238,descripcion1238,7/3/2002
propuesta1239,descripcion1239,7/4/2002
propuesta1240,descripcion1240,7/5/2002
propuesta1241,descripcion1241,7/6/2002
propuesta1242,descripcion1242,7/7/2002
propuesta1243,descripcion1243,7/8/2002
propuesta1244,descripcion1244,7/9/2002
propuesta1245,descripcion1245,7/10/2002
propuesta1246,descripcion1246,7/11/2002
propuesta1247,descripcion1247,7/12/2002
propuesta1248,descripcion1248,7/13/2002
propuesta1249,descripcion1249,7/14/2002
propuesta1250,descripcion1250,7/15/2002
propuesta1251,descripcion1251,7/16/2002
propuesta1252,descripcion1252,7/17/2002
propuesta1253,descripcion1253,7/18/2002
propuesta1254,descripcion1254,7/19/2002
propuesta1255,descripcion1255,7/20/2002
propuesta1256,descripcion1256,7/21/2002
propuesta1257,descripcion1257,7/22/2002
propuesta1258,descripcion1258,7/23/2002
propuesta1259,descripcion1259,7/24/2002
propuesta1260,descripcion1260,7/25/2002
propuesta1261,descripcion1261,7/26/2002
propuesta1262,descripcion1262,7/27/2002
propuesta1263,descripcion1263,7/28/2002
propuesta1264,descripcion1264,7/29/2002
propuesta1265,descripcion1265,7/30/2002
propuesta1266,descripcion1266,7/31/2002
propuesta1267,descripcion1267,8/1/2002
propuesta1268,descripcion1268,8/2/2002
propuesta1269,descripcion1269,8/3/2002
propuesta1270,descripcion1270,8/4/2002
propuesta1271,descripcion1271,8/5/2002
propuesta1272,descripcion1272,8/6/2002
propuesta1273,descripcion1273,8/7/2002
propuesta1274,descripcion1274,8/8/2002
propuesta1275,descripcion1275,8/9/2002
propuesta1276,descripcion1276,8/10/2002
propuesta1277,descripcion1277,8/11/2002
propuesta1278,descripcion1278,8/12/2002
propuesta1279,descripcion1279,8/13/2002
propuesta1280,descripcion1280,8/14/2002
propuesta1281,descripcion1281,8/15/2002
propuesta1282,descripcion1282,8/16/2002
propuesta1283,descripcion1283,8/17/2002
propuesta1284,descripcion1284,8/18/2002
propuesta1285,descripcion1285,8/19/2002
propuesta1286,descripcion1286,8/20/2002
propuesta1287,descripcion1287,8/21/2002
propuesta1288,descripcion1288,8/22/2002
propuesta1289,descripcion1289,8/23/2002
propuesta1290,descripcion1290,8/24/2002
propuesta1291,descripcion1291,8/25/2002
propuesta1292,descripcion1292,8/26/2002
propuesta1293,descripcion1293,8/27/2002
propuesta1294,descripcion1294,8/28/2002
propuesta1295,descripcion1295,8/29/2002
propuesta1296,descripcion1296,8/30/2002
propuesta1297,descripcion1297,8/31/2002
propuesta1298,descripcion1298,9/1/2002
propuesta1299,descripcion1299,9/2/2002
propuesta1300,descripcion1300,9/3/2002
propuesta1301,descripcion1301,9/4/2002
propuesta1302,descripcion1302,9/5/2002
propuesta1303,descripcion1303,9/6/2002
propuesta1304,descripcion1304,9/7/2002
propuesta1305,descripcion1305,9/8/2002
propuesta1306,descripcion1306,9/9/2002
propuesta1307,descripcion1307,9/10/2002
propuesta1308,descripcion1308,9/11/2002
propuesta1309,descripcion1309,9/12/2002
propuesta1310,descripcion1310,9/13/2002
propuesta1311,descripcion1311,9/14/2002
propuesta1312,descripcion1312,9/15/2002
propuesta1313,descripcion1313,9/16/2002
propuesta1314,descripcion1314,9/17/2002
propuesta1315,descripcion1315,9/18/2002
propuesta1316,descripcion1316,9/19/2002
propuesta1317,descripcion1317,9/20/2002
propuesta1318,descripcion1318,9/21/2002
propuesta1319,descripcion1319,9/22/2002
propuesta1320,descripcion1320,9/23/2002
propuesta1321,descripcion1321,9/24/2002
propuesta1322,descripcion1322,9/25/2002
propuesta1323,descripcion1323,9/26/2002
propuesta1324,descripcion1324,9/27/2002
propuesta1325,descripcion1325,9/28/2002
propuesta1326,descripcion1326,9/29/2002
propuesta1327,descripcion1327,9/30/2002
propuesta1328,descripcion1328,10/1/2002
propuesta1329,descripcion1329,10/2/2002
propuesta1330,descripcion1330,10/3/2002
propuesta1331,descripcion1331,10/4/2002
propuesta1332,descripcion1332,10/5/2002
propuesta1333,descripcion1333,10/6/2002
propuesta1334,descripcion1334,10/7/2002
propuesta1335,descripcion1335,10/8/2002
propuesta1336,descripcion1336,10/9/2002
propuesta1337,descripcion1337,10/10/2002
propuesta1338,descripcion1338,10/11/2002
propuesta1339,descripcion1339,10/12/2002
propuesta1340,descripcion1340,10/13/2002
propuesta1341,descripcion1341,10/14/2002
propuesta1342,descripcion1342,10/15/2002
propuesta1343,descripcion1343,10/16/2002
propuesta1344,descripcion1344,10/17/2002
propuesta1345,descripcion1345,10/18/2002
propuesta1346,descripcion1346,10/19/2002
propuesta1347,descripcion1347,10/20/2002
propuesta1348,descripcion1348,10/21/2002
propuesta1349,descripcion1349,10/22/2002
propuesta1350,descripcion1350,10/23/2002
propuesta1351,descripcion1351,10/24/2002
propuesta1352,descripcion1352,10/25/2002
propuesta1353,descripcion1353,10/26/2002
propuesta1354,descripcion1354,10/27/2002
propuesta1355,descripcion1355,10/28/2002
propuesta1356,descripcion1356,10/29/2002
propuesta1357,descripcion1357,10/30/2002
propuesta1358,descripcion1358,10/31/2002
propuesta1359,descripcion1359,11/1/2002
propuesta1360,descripcion1360,11/2/2002
propuesta1361,descripcion1361,11/3/2002
propuesta1362,descripcion1362,11/4/2002
propuesta1363,descripcion1363,11/5/2002
propuesta1364,descripcion1364,11/6/2002
propuesta1365,descripcion1365,11/7/2002
propuesta1366,descripcion1366,11/8/2002
propuesta1367,descripcion1367,11/9/2002
propuesta1368,descripcion1368,11/10/2002
propuesta1369,descripcion1369,11/11/2002
propuesta1370,descripcion1370,11/12/2002
propuesta1371,descripcion1371,11/13/2002
propuesta1372,descripcion1372,11/14/2002
propuesta1373,descripcion1373,11/15/2002
propuesta1374,descripcion1374,11/16/2002
propuesta1375,descripcion1375,11/17/2002
propuesta1376,descripcion1376,11/18/2002
propuesta1377,descripcion1377,11/19/2002
propuesta1378,descripcion1378,11/20/2002
propuesta1379,descripcion1379,11/21/2002
propuesta1380,descripcion1380,11/22/2002
propuesta1381,descripcion1381,11/23/2002
propuesta1382,descripcion1382,11/24/2002
propuesta1383,descripcion1383,11/25/2002
propuesta1384,descripcion1384,11/26/2002
propuesta1385,descripcion1385,11/27/2002
propuesta1386,descripcion1386,11/28/2002
propuesta1387,descripcion1387,11/29/2002
propuesta1388,descripcion1388,11/30/2002
propuesta1389,descripcion1389,12/1/2002
propuesta1390,descripcion1390,12/2/2002
propuesta1391,descripcion1391,12/3/2002
propuesta1392,descripcion1392,12/4/2002
propuesta1393,descripcion1393,12/5/2002
propuesta1394,descripcion1394,12/6/2002
propuesta1395,descripcion1395,12/7/2002
propuesta1396,descripcion1396,12/8/2002
propuesta1397,descripcion1397,12/9/2002
propuesta1398,descripcion1398,12/10/2002
propuesta1399,descripcion1399,12/11/2002
propuesta1400,descripcion1400,12/12/2002
propuesta1401,descripcion1401,12/13/2002
propuesta1402,descripcion1402,12/14/2002
propuesta1403,descripcion1403,12/15/2002
propuesta1404,descripcion1404,12/16/2002
propuesta1405,descripcion1405,12/17/2002
propuesta1406,descripcion1406,12/18/2002
propuesta1407,descripcion1407,12/19/2002
propuesta1408,descripcion1408,12/20/2002
propuesta1409,descripcion1409,12/21/2002
propuesta1410,descripcion1410,12/22/2002
propuesta1411,descripcion1411,12/23/2002
propuesta1412,descripcion1412,12/24/2002
propuesta1413,descripcion1413,12/25/2002
propuesta1414,descripcion1414,12/26/2002
propuesta1415,descripcion1415,12/27/2002
propuesta1416,descripcion1416,12/28/2002
propuesta1417,descripcion1417,12/29/2002
propuesta1418,descripcion1418,12/30/2002
propuesta1419,descripcion1419,12/31/2002
propuesta1420,descripcion1420,1/1/2003
propuesta1421,descripcion1421,1/2/2003
propuesta1422,descripcion1422,1/3/2003
propuesta1423,descripcion1423,1/4/2003
propuesta1424,descripcion1424,1/5/2003
propuesta1425,descripcion1425,1/6/2003
propuesta1426,descripcion1426,1/7/2003
